AREA_BRUTA,QUARTOS,FINALIDADE,FREGUESIA,REF,ESTADO,AREA_TERRENO,ESTACIONAMENTO,C_BANHO,CONCELHO,TIPO_DE_IMOVEL,PRECO_DE_ARRENDAMENTO,DISTRITO,ZONA,CERT_ENERG,PRECO_DE_VENDA
520,5,VENDA,MACEDO_DE_CAVALEIROS,292170259,USADO,-1,-1,4,MACEDO_DE_CAVALEIROS,MORADIA,-1,BRAGANCA,-1,E,285000
200,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170258,USADO,300,2,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,-1,135000
295,5,VENDA,FREIXO_DE_ESPADA_A_CINTA_E_MAZOUCO,286170109,USADO,175,2,4,FREIXO_ESPADA_A_CINTA,MORADIA,-1,BRAGANCA,-1,-1,212500
370,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170257,ND,370,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,45000
263,5,VENDA,FRANCA,292170256,USADO,50,-1,3,BRAGANCA,MORADIA,-1,BRAGANCA,-1,C,250000
115,2,VENDA,RIO_FRIO_E_MILHAO,292170255,NOVO,2200,1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,120000
36,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170254,USADO,-1,-1,-1,BRAGANCA,LOJA,-1,BRAGANCA,-1,-1,50000
139,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170252,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,103500
151,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170250,USADO,-1,1,2,BRAGANCA,ESCRITORIO,-1,BRAGANCA,-1,-1,82000
119,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170249,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,-1,90000
180,-1,VENDA,NOGUEIRA,292170248,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
336,4,VENDA,PACO,292170247,USADO,660,1,1,VINHAIS,MORADIA,-1,BRAGANCA,-1,-1,36000
186,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170246,USADO,45,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,100000
158,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170245,USADO,-1,-1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,B,70000
55,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170244,USADO,-1,-1,2,BRAGANCA,LOJA,-1,BRAGANCA,-1,-1,39000
340,6,VENDA,SAMIL,292170243,USADO,3600,4,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,212500
192,3,VENDA,BRUNHOZINHO_CASTANHEIRA_E_SANHOANE,286170108,USADO,96,-1,2,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,46500
91,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170242,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,67500
180,6,VENDA,BRUNHOSO,286170106,USADO,2800,-1,2,MOGADOURO,MORADIA_ISOLADA,-1,BRAGANCA,-1,-1,100000
142,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170240,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,80000
330,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170105,ND,397,-1,-1,MOGADOURO,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,40000
154,2,VENDA,CASTRELOS_E_CARRAZEDO,292170237,USADO,-1,1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,33000
24,-1,VENDA,AVELEDA_E_RIO_DE_ONOR,292170236,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
30,-1,VENDA,AVELEDA_E_RIO_DE_ONOR,292170235,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,15000
26,-1,VENDA,AVELEDA_E_RIO_DE_ONOR,292170234,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,18750
204,4,VENDA,FRANCA,292170232,USADO,-1,-1,2,BRAGANCA,MORADIA_RÚSTICA,-1,BRAGANCA,-1,F,85000
673,-1,VENDA,VILARINHO_DOS_GALEGOS_E_VENTOZELO,286170104,ND,52964,-1,1,MOGADOURO,QUINTA,-1,BRAGANCA,-1,-1,300000
208,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170103,USADO,-1,1,3,MOGADOURO,APARTAMENTO,-1,BRAGANCA,-1,-1,150000
357,4,VENDA,PARADA_E_FAILDE,292170231,USADO,1161,2,2,BRAGANCA,MORADIA_ISOLADA,-1,BRAGANCA,-1,F,135000
76,1,VENDA,SAMIL,292170230,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,50000
102,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170229,USADO,146,-1,3,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,115000
87,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170228,USADO,-1,-1,1,BRAGANCA,ESCRITORIO,-1,BRAGANCA,-1,C,68000
130,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170227,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,83000
121,2,VENDA,MIRANDA_DO_DOURO,286170102,USADO,-1,2,2,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,-1,112000
220,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170226,USADO,1000,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,50000
108,6,VENDA,SENDAS,292170225,USADO,1010,3,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,130000
303,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170224,USADO,-1,-1,-1,BRAGANCA,LOJA,-1,BRAGANCA,-1,-1,67000
108,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170101,USADO,108,-1,1,MOGADOURO,ANDAR_MORADIA,-1,BRAGANCA,-1,-1,46500
85,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170222,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,52500
29781,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170100,ND,29781,-1,-1,MOGADOURO,TERRENO,-1,BRAGANCA,-1,-1,65000
300,5,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170221,USADO,-1,4,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,212000
-1,-1,VENDA,MIRANDA_DO_DOURO,286170099,ND,328,-1,-1,MIRANDA_DO_DOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,72000
-1,-1,VENDA,MIRANDA_DO_DOURO,286170098,ND,489,-1,-1,MIRANDA_DO_DOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,49500
-1,-1,VENDA,MIRANDA_DO_DOURO,286170097,ND,483,-1,-1,MIRANDA_DO_DOURO,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,49000
450,6,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170096,USADO,200,2,2,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,155000
140,-1,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170095,USADO,-1,-1,2,MOGADOURO,LOJA,-1,BRAGANCA,-1,-1,49000
364,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170219,ND,364,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,58000
360,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170218,ND,360,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,58000
365,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170217,ND,365,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,58000
367,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170216,ND,367,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,58000
315,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170215,ND,315,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,58000
200,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170214,USADO,-1,1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,190000
167,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170094,USADO,-1,1,2,MOGADOURO,APARTAMENTO,-1,BRAGANCA,-1,F,94000
96,-1,VENDA,GOSTEI,292170213,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,17500
138,3,VENDA,CASTELO_BRANCO,286170093,USADO,245,1,1,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,75000
70,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170212,USADO,-1,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,75000
58,-1,VENDA_ARRENDAMENTO,SE_SANTA_MARIA_E_MEIXEDO,292170211,USADO,-1,-1,-1,BRAGANCA,ARMAZEM,600,BRAGANCA,-1,-1,100000
328,4,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170092,USADO,1250,1,5,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,-1
512,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170210,ND,512,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
397,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170209,ND,397,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
409,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170208,ND,409,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,SAO_JOAO_DE_BRITO,-1,30000
301,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170207,ND,301,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,20000
409,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170206,ND,409,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
503,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170205,ND,503,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
524,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170204,ND,524,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
525,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170203,ND,525,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,30000
389,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170202,ND,389,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,20000
96,3,VENDA,NOGUEIRA,292170201,USADO,300,1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,100000
216,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170200,USADO,-1,3,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,122000
103,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170199,USADO,-1,1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,75000
104,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170198,USADO,-1,-1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,77000
80,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170196,USADO,20,-1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,85000
1104,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170195,ND,1104,-1,-1,BRAGANCA,LOTE_DE_TERRENO,-1,BRAGANCA,-1,-1,120000
440,3,VENDA,DONAI,292170194,USADO,-1,-1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,125000
108,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170193,USADO,-1,-1,1,BRAGANCA,ANDAR_MORADIA,-1,BRAGANCA,-1,F,90000
150,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170190,USADO,-1,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,85000
134,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170189,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,95000
20000,-1,VENDA,NOGUEIRA,292170187,ND,20000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,115000
228,3,VENDA,PARADA_E_FAILDE,292170186,USADO,398,1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,97000
129,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170185,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,90000
168,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170184,USADO,78,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,55000
124,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170183,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,85000
300,4,VENDA,REBORDAOS,292170182,USADO,-1,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,75000
152,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170181,USADO,-1,1,1,BRAGANCA,MORADIA_GEMINADA,-1,BRAGANCA,-1,F,120000
140,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170180,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,117000
180,4,VENDA,VIMIOSO,292170179,USADO,-1,4,3,VIMIOSO,MORADIA,-1,BRAGANCA,-1,F,65000
126,-1,VENDA_ARRENDAMENTO,SE_SANTA_MARIA_E_MEIXEDO,292170176,USADO,-1,-1,-1,BRAGANCA,LOJA,350,BRAGANCA,-1,-1,90000
250,6,VENDA,MIRANDA_DO_DOURO,286170091,USADO,150,2,2,MIRANDA_DO_DOURO,PREDIO,-1,BRAGANCA,-1,-1,130000
400,-1,VENDA,SANTA_COMBA_DE_ROSSAS,292170174,ND,400,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,30000
160,3,VENDA,CARRAGOSA,292170173,USADO,1870,5,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,180000
120,3,VENDA,CASTELO_BRANCO,286170089,USADO,45,-1,1,MOGADOURO,MORADIA,-1,BRAGANCA,-1,-1,40000
60,1,VENDA,MOIMENTA_E_MONTOUTO,292170170,USADO,400,-1,1,VINHAIS,MORADIA_RÚSTICA,-1,BRAGANCA,-1,-1,60000
100,3,VENDA,CASTRELOS_E_CARRAZEDO,292170169,USADO,-1,1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,F,55000
1500,-1,VENDA,SAMIL,292170167,ND,1500,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,100000
64,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170166,NOVO,-1,1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,-1,86000
129,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170165,NOVO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,-1,135000
187,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170164,NOVO,-1,1,3,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,A+,150000
135,-1,VENDA_ARRENDAMENTO,MIRANDA_DO_DOURO,286170086,USADO,-1,-1,-1,MIRANDA_DO_DOURO,LOJA,350,BRAGANCA,-1,-1,40000
141,3,VENDA,MIRANDA_DO_DOURO,286170085,USADO,-1,-1,2,MIRANDA_DO_DOURO,APARTAMENTO,-1,BRAGANCA,-1,-1,90000
417,-1,VENDA,MIRANDA_DO_DOURO,286170084,USADO,350,-1,-1,MIRANDA_DO_DOURO,PREDIO,-1,BRAGANCA,-1,-1,250000
396,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170163,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,50000
280,4,VENDA,CASTRELOS_E_CARRAZEDO,292170162,USADO,770,1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,90000
374,4,VENDA,GIMONDE,292170161,USADO,800,2,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,D,310000
38,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170160,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,40000
299,3,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170082,USADO,600,1,1,MOGADOURO,MORADIA,-1,BRAGANCA,-1,F,120000
82,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170158,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,59000
380,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170157,USADO,-1,3,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,-1,300000
125,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170156,USADO,-1,-1,-1,BRAGANCA,LOJA,-1,BRAGANCA,-1,D,125000
180,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170155,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,E,120000
120,3,VENDA_ARRENDAMENTO,MACEDO_DE_CAVALEIROS,292170154,USADO,-1,-1,2,MACEDO_DE_CAVALEIROS,APARTAMENTO,350,BRAGANCA,-1,-1,87500
230,-1,VENDA,CARCAO,292170152,ND,510,-1,-1,VIMIOSO,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,-1
136,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170150,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,C,82000
48,2,VENDA,PICOTE,286170081,NOVO,2960,-1,1,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,F,29900
249,-1,VENDA,PARADA_E_FAILDE,292170149,USADO,37,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,40000
14050,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170147,ND,14050,-1,-1,BRAGANCA,TERRENO_RÚSTICO,-1,BRAGANCA,-1,-1,39000
130,7,VENDA,BRUNHOZINHO_CASTANHEIRA_E_SANHOANE,286170080,USADO,100,2,2,MOGADOURO,MORADIA,-1,BRAGANCA,-1,F,60000
166,-1,VENDA,GOSTEI,292170146,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,20000
115,2,VENDA,MOGADOURO_VALVERDE_VALE_DE_PORCO_E_VILAR_DE_REI,286170079,USADO,105,1,2,MOGADOURO,APARTAMENTO,-1,BRAGANCA,-1,B,106500
160,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170145,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,20000
276,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170130,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,80000
120,-1,VENDA_ARRENDAMENTO,MIRANDA_DO_DOURO,286170071,USADO,-1,-1,2,MIRANDA_DO_DOURO,RESTAURANTE,550,BRAGANCA,-1,-1,110000
145,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170128,USADO,-1,1,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,105000
392,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170127,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,F,295000
126,2,VENDA,RIO_FRIO_E_MILHAO,292170126,USADO,-1,1,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,B-,90000
886,22,VENDA,VINHAIS,067170409,USADO,886,-1,-1,VINHAIS,PREDIO,-1,BRAGANCA,-1,-1,300000
76,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170125,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,F,53000
189,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170124,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,70000
320,3,VENDA,CELAS,292170122,USADO,-1,-1,3,VINHAIS,MORADIA,-1,BRAGANCA,-1,E,86000
165,4,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170121,USADO,-1,4,2,BRAGANCA,ANDAR_MORADIA,-1,BRAGANCA,-1,F,110000
300,5,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170120,USADO,100,2,4,BRAGANCA,MORADIA,-1,BRAGANCA,-1,A,250000
650,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170119,ND,650,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,130000
340,-1,VENDA,PINELA,292170118,USADO,-1,-1,-1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,25000
240,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170117,USADO,2300,2,1,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,-1
853,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170116,ND,853,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,50000
126,3,VENDA,SENDIM_E_ATENOR,286170070,USADO,60,-1,2,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,-1,107000
189,-1,VENDA_ARRENDAMENTO,SE_SANTA_MARIA_E_MEIXEDO,292170115,USADO,-1,-1,1,BRAGANCA,ARMAZEM,250,BRAGANCA,-1,-1,55000
175,-1,VENDA_ARRENDAMENTO,SE_SANTA_MARIA_E_MEIXEDO,292170114,USADO,-1,-1,1,BRAGANCA,ARMAZEM,250,BRAGANCA,-1,-1,55000
106,2,VENDA,IFANES_E_PARADELA,286170069,USADO,53,-1,1,MIRANDA_DO_DOURO,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,17000
357,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170111,USADO,-1,-1,-1,BRAGANCA,PREDIO,-1,BRAGANCA,-1,-1,75000
134,3,VENDA,SAMIL,292170108,USADO,-1,2,2,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,E,95000
180,4,VENDA,CASTRO_DE_AVELAS,292170106,USADO,1122,-1,2,BRAGANCA,MORADIA,-1,BRAGANCA,-1,E,130000
140,3,VENDA,SOEIRA_FRESULFE_E_MOFREITA,292170105,USADO,-1,-1,2,VINHAIS,MORADIA_RÚSTICA,-1,BRAGANCA,-1,E,-1
6413,52,VENDA,MIRANDA_DO_DOURO,286170066,NOVO,91615,-1,-1,MIRANDA_DO_DOURO,HOTEL,-1,BRAGANCA,-1,-1,700000
-1,-1,VENDA,CASTANHEIRO_DO_NORTE_E_RIBALONGA,286170065,CONSTRUCAO,1100,-1,-1,CARRAZEDA_DE_ANSIAES,PREDIO,-1,BRAGANCA,-1,-1,117000
220,5,VENDA,MIRANDA_DO_DOURO,286170064,USADO,177,1,3,MIRANDA_DO_DOURO,MORADIA,-1,BRAGANCA,-1,-1,125000
150,3,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170103,USADO,-1,-1,1,BRAGANCA,MORADIA_PARA_RESTAURAR,-1,BRAGANCA,-1,-1,50000
113,2,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170101,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,F,60000
5000,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170100,ND,5000,-1,-1,BRAGANCA,TERRENO_PARA_CONSTRUCAO,-1,BRAGANCA,-1,-1,57000
14,-1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170096,USADO,-1,-1,1,BRAGANCA,LOJA,-1,BRAGANCA,-1,C,19500
41,1,VENDA,SE_SANTA_MARIA_E_MEIXEDO,292170094,USADO,-1,-1,1,BRAGANCA,APARTAMENTO,-1,BRAGANCA,-1,D,47500
